symbol,exchange,shortName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,messageBoardId,market,longNamecompanyOfficers,twitter,name,startDate,description,maxAge,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,address1,address2,address3,industryinitInvestment,family,categoryName,initAipInvestment,subseqIraInvestment,brokerages,managementInfo,subseqInvestment,legalType,styleBoxUrl,feesExpensesInvestment,feesExpensesInvestmentCat,initIraInvestment,subseqAipInvestment
EMB,NGM,"iShares J,P. Morgan USD Emergin",America/New_York,EST,False,-18000000,finmb_39585832,us_market,,,,,,1.0,,,,"The investment seeks to track the investment results of the J.P. Morgan EMBIÂ® Global Core Index composed of U.S. dollar-denominated, emerging market bonds.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index. The index is a broad, diverse U.S. dollar-denominated emerging markets debt benchmark that tracks the total return of actively traded external debt instruments in emerging market countries.",,800-474-2737,,,,,,,,iShares,Emerging Markets Bond,,,,,,Exchange Traded Fund,http://us.i1.yimg.com/us.yimg.com/i/fi/3_0stylelargeeqNA.gif,"{'annualHoldingsTurnover': 0.1, 'frontEndSalesLoad': None, 'annualReportExpenseRatio': 0.0039, 'netExpRatio': None, 'projectionValues': None, 'grossExpRatio': None, 'deferredSalesLoad': None, 'totalNetAssets': 0, 'twelveBOne': None}","{'annualReportExpenseRatio': 0.0046, 'frontEndSalesLoad': None, 'deferredSalesLoad': None, 'twelveBOne': None, 'annualHoldingsTurnover': 19.09, 'totalNetAssets': 0, 'projectionValuesCat': None}",,
EMAN,ASE,eMagin Corporation,America/New_York,EST,False,-18000000,finmb_527181,us_market,,,,,,1.0,12533,Technology,94.0,"eMagin Corporation designs, develops, manufactures, and markets organic light-emitting diode (OLED) displays on-silicon micro displays, virtual imaging products that utilize OLED micro displays, and related products. It offers super video graphics array (SVGA) + OLED micro displays; digital SVGA OLED-XL; super eXtended graphics array OLED-XL/XLS and OLED-XL; video graphics array OLED-XL; and widescreen ultra-extended graphics array OLED-XL/XLS. The company also provides design reference kits, which include a microdisplay and associated electronics to help original equipment manufacturers (OEMs) to evaluate microdisplay products; near-eye virtual imaging modules that incorporate its OLED-on-silicon microdisplays with its lenses and electronic interfaces for integration into OEM products. Its products are used in military aviation helmets, military weapons sights and targeting systems, night vision and thermal imaging devices, training and simulation, visualization for ocular surgery, mobile ultrasound, and augmented reality applications. The company serves in North America, Asia, and Europe. eMagin Corporation was founded in 1996 and is headquartered in Hopewell Junction, New York.",Hopewell Junction,845 838 7900,NY,United States,http://emagin.com,700 South Drive,Suite 201,,,,,,,,,,,,,,,
EMHTF,PNK,EMERALD HEALTH THERAPEUTICS INC,America/New_York,EST,False,-18000000,finmb_269400433,us_market,,,,,,1.0,V6C 1J8,Healthcare,161.0,"Emerald Health Therapeutics, Inc., together with its subsidiaries, produces and sells medical cannabis for medical purpose in Canada. The company is also involved in developing natural health products. It offers dried cannabis strains, pre-rolls, and cannabis oil products to its medical patients. The company was formerly known as T-Bird Pharma Inc. and changed its name to Emerald Health Therapeutics, Inc. in June 2015. Emerald Health Therapeutics, Inc. is headquartered in Vancouver, Canada.",Vancouver,800 757 3536,BC,Canada,http://emeraldhealth.ca,800 West Pender Street,Suite 210,,,,,,,,,,,,,,,
EMIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMO,NYQ,ClearBridge Energy Midstream Op,America/New_York,EST,False,-18000000,finmb_129557242,us_market,,,,,,1.0,10018,Financial Services,,"ClearBridge Energy MLP Opportunity Fund Inc. is a closed ended equity mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. It is co-managed by ClearBridge Investments, LLC. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating in the energy sector. The fund primarily invests in equity securities of MLPs with operations in crude oil, natural gas liquids, and refined products infrastructure. It seeks to invest in companies with long-lived assets, predictable cash flows, and relatively low direct commodity exposure to create its portfolio. ClearBridge Energy MLP Opportunity Fund Inc. was formed on April 5, 2011 and is domiciled in the United States.",New York,212-805-6016,NY,United States,http://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1434&cached=true&mode=2&userID=355661&mktcd=EMO,620 Eighth Avenue,49th Floor,,,,,,,,,,,,,,,
ERJ,NYQ,Embraer S.A.,America/New_York,EST,False,-18000000,finmb_683719,us_market,,,,,,1.0,05425-070,Industrials,18734.0,"Embraer S.A. designs, develops, manufactures, and sells aircrafts and systems in Brazil, North America, Latin America, the Asia Pacific, Brazil, Europe, and internationally. It operates through Defense and Security; Executive Jets; Service & Support; and Other segments. The Defense and Security segment engages in the research, development, production, modification, and support for military defense and security aircraft, as well as offers a range of products and integrated solutions that include radars, special space systems (satellites), and information and communications systems, such as command, control, communications, computer, intelligence, surveillance, and reconnaissance systems. The Executive Jets segment develops, produces, and sells executive jets. It also leases Legacy 600 and Legacy 650 executive jets in the super midsize and large categories; Legacy 450 and Legacy 500 executive jets in the midlight and midsize categories; Phenom family executive jets in the entry jet and light jet categories; Lineage 1000, an ultra-large executive jet; and Praetor 500 and Praetor 600, disruptive executive jets in the midsize and super midsize categories. The Service & Support segment offers after-service solutions, support, and maintenance, repair, and overhaul services for commercial, executive, and defense aircraft; provides aircraft components and engines; and supplies steel and composite aviation structures to various aircraft manufacturers. The Other segment is involved in the supply of fuel systems, structural parts, and mechanical and hydraulic systems; and production of agricultural crop-spraying aircraft. The company was formerly known as Embraer-Empresa Brasileira de AeronÃ¡utica S.A. and changed its name to Embraer S.A. in November 2010. Embraer S.A. was founded in 1969 and is headquartered in SÃ£o Paulo, Brazil.",SÃ£o Paulo,55 11 3040 6874,SP,Brazil,http://www.embraer.com,"8501, Avenida Dra. Ruth Cardoso",30th floor Pinheiros,,,,,,,,,,,,,,,
EME,NYQ,"EMCOR Group, Inc.",America/New_York,EST,False,-18000000,finmb_28014,us_market,,,,,,1.0,06851-1092,Industrials,36000.0,"EMCOR Group, Inc. provides electrical and mechanical construction, and facilities services in the United States. The company designs, integrates, installs, starts-up, operates, and maintains electric power transmission and distribution systems; premises electrical and lighting systems; process instrumentation in the refining, chemical and food processing, and mining industries; low-voltage, voice and data communications, fire protection, water and wastewater treatment, controls and filtration, central plant heating and cooling, plumbing, process, and piping systems; roadway and transit lighting, and fiber-optic lines; and heating, ventilation, air conditioning, refrigeration, and clean-room process ventilation systems. The company also offers crane, rigging, and millwright services; and steel fabrication, erection, and welding services. In addition, it provides building services to commercial and government site-based operations and maintenance; facility maintenance and services; outage services to utilities and industrial plants; military base operations support; mobile mechanical maintenance and services; floor care and janitorial; landscaping, lot sweeping, and snow removal; facilities and vendor management; call center; building systems installation and support; modification and retrofit; infrastructure and building projects; and energy systems program development, management, and maintenance services. Further, the company offers industrial services for refineries and petrochemical plants, such as on-site repair, maintenance, and service of heat exchangers, towers, vessels, and piping; design, manufacture, repair, and hydro blast cleaning of shell and tube heat exchangers, and related equipment; refinery turnaround planning and engineering, specialty welding and technical services; and critical process unit overhaul and maintenance. EMCOR Group, Inc. is headquartered in Norwalk, Connecticut.",Norwalk,203 849 7800,CT,United States,http://www.emcorgroup.com,301 Merritt Seven,,,,,,,,,,,,,,,,
ENB,NYQ,Enbridge Inc,America/New_York,EST,True,-18000000,finmb_280420,us_market,,,,,,1.0,T2P 3L8,Energy,11200.0,"Enbridge Inc. operates as an energy infrastructure company. The company operates through five segments: Liquids Pipelines, Gas Transmission and Midstream, Gas Distribution and Storage, Renewable Power Generation, and Energy Services. The Liquids Pipelines segment operates pipelines and related terminals to transport various grades of crude oil and other liquid hydrocarbons in Canada and the United States. The Gas Transmission and Midstream segment invests in natural gas pipelines, and gathering and processing facilities in Canada and the United States. The Gas Distribution and Storage segment is involved in natural gas utility operations serving residential, commercial, and industrial customers in Ontario, as well as natural gas distribution and energy transportation activities in Quebec. The Renewable Power Generation segment operates power generating assets, such as wind, solar, geothermal, and waste heat recovery facilities; and transmission assets in North America and Europe. The Energy Services segment provides energy marketing services to refiners, producers, and other customers; and physical commodity marketing and logistical services in Canada and the United States. The company was formerly known as IPL Energy Inc. and changed its name to Enbridge Inc. in October 1998. Enbridge Inc. was founded in 1949 and is headquartered in Calgary, Canada.",Calgary,403-231-3900,AB,Canada,http://www.enbridge.com,"200, Fifth Avenue Place",425 - 1st Street SW,,,,,,,,,,,,,,,
ENDP,NMS,Endo International plc,America/New_York,EST,False,-18000000,finmb_28071,us_market,,,,,,1.0,4,Healthcare,3172.0,"Endo International plc manufactures and sells generic and branded pharmaceuticals in the United States and internationally. Its Branded Pharmaceuticals segment provides branded prescription products, including XIAFLEX to treat adult patients with Dupuytren's contracture; SUPPRELIN LA to treat central precocious puberty in children; NASCOBAL nasal spray to treat vitamin B12 deficiency; TESTOPEL for TRT in conditions associated with a deficiency or absence of endogenous testosterone; AVEED to treat hypogonadism; PERCOCET to treat moderate-to-moderately-severe pain; VOLTAREN gel for the relief of joint pain of osteoarthritis; LIDODERM for the relief of pain; TESTOPEL, an implantable pellet indicated for TRT in conditions; EDEX to treat erectile dysfunction; and LIDODERM a topical patch product containing lidocaine. The company's Sterile Injectables segment manufactures VASOSTRICT, a vasopressin injection; ADRENALIN, a non-selective adrenergic agonist; and APLISOL, which is a sterile aqueous solution, as well as generic sterile injectable products. Its Generic Pharmaceuticals segment offers solid oral extended-release, solid oral immediate-release, liquids, semi-solids, patches, powders, ophthalmic products, and sprays; and products for the pain management, urology, central nervous system disorders, immunosuppression, oncology, women's health, and cardiovascular disease markets. The company's International Pharmaceuticals segment offers specialty pharmaceutical products in various therapeutic areas comprising attention deficit hyperactivity disorder, pain, women's health, and oncology. The company sells its branded pharmaceuticals and generics to specialty physicians, retailers, clinics, government agencies, doctors, retail and specialty pharmacies, and specialty distributors. Endo International plc was founded in 1920 and is headquartered in Dublin, Ireland.",Dublin,353 1 268 2000,,Ireland,http://www.endo.com,Minerva House,First Floor Simmonscourt Road Ballsbridge,,,,,,,,,,,,,,,
ENZ,NYQ,"Enzo Biochem, Inc.",America/New_York,EST,False,-18000000,finmb_269828,us_market,,,,,,1.0,10022,Healthcare,408.0,"Enzo Biochem, Inc., an integrated diagnostics, clinical lab, and life sciences company, researches, develops, manufactures, and markets diagnostic and research products based on genetic engineering, biotechnology, and molecular biology. It operates through three segments: Products, Clinical Services, and Therapeutics. The Products segment develops, manufactures, and markets products and tools to clinical research, drug development, and bioscience research customers. It offers proteins, antibodies, peptides, small molecules, labeling probes, dyes, and kits, which provide life science researchers tools for target identification/validation, content analysis, gene expression analysis, nucleic acid detection, protein biochemistry and detection, and cellular analysis. This segment provides its products to scientific experts in the fields of cancer, cardiovascular disease, neurological disorders, diabetes and obesity, endocrine disorders, infectious and autoimmune disease, hepatotoxicity, and renal injury. The Clinical Services segment provides routine and esoteric clinical laboratory tests or procedures used in general patient care by physicians to establish or support a diagnosis, monitor treatment or medication, or search for an otherwise undiagnosed condition. It operates a full-service clinical laboratory in Farmingdale, New York; a network of 34 patient service centers in New York and New Jersey; and a free-standing ÂSTAT' or rapid response laboratories in New York City and Connecticut, as well as a full-service phlebotomy center and an in-house logistics department. The Therapeutics segment develops novel approaches in the areas of gastrointestinal, infectious, ophthalmic, and metabolic diseases. The company markets its products and services through its direct sales force and a network of distributors in the United States and internationally. Enzo Biochem, Inc. was founded in 1976 and is headquartered in New York, New York.",New York,212 583 0100,NY,United States,http://www.enzo.com,527 Madison Avenue,,,,,,,,,,,,,,,,
ENBL,NYQ,"Enable Midstream Partners, LP",America/New_York,EST,False,-18000000,finmb_12518001,us_market,,,,,,1,73102,Energy,1735.0,"Enable Midstream Partners, LP owns, operates, and develops midstream energy infrastructure assets in the United States. The company operates in two segments, Gathering and Processing; and Transportation and Storage. The Gathering and Processing segment provides natural gas gathering, processing, and fractionation services in the Anadarko, Arkoma, and Ark-La-Tex basins, as well as crude oil gathering services in the Bakken Shale formation of the Williston Basin for its producer customers. The Transportation and Storage segment offers interstate and intrastate natural gas pipeline transportation and storage services to natural gas producers, utilities, and industrial customers. The company's natural gas gathering and processing assets are located in Oklahoma, Texas, Arkansas, and Louisiana; crude oil gathering assets are located in North Dakota; and natural gas transportation and storage assets extend from western Oklahoma and the Texas Panhandle to Louisiana, from Louisiana to Illinois, in Oklahoma, and from Louisiana to Alabama. As of December 31, 2018, its portfolio of midstream energy infrastructure assets included approximately 13,900 miles of gathering pipelines; 15 processing plants with 2.6 billion cubic feet per day of processing capacity; approximately 7,800 miles of interstate pipelines; approximately 2,300 miles of intrastate pipelines; and 8 natural gas storage facilities with 84.5 billion cubic feet of storage capacity. The company was founded in 2013 and is based in Oklahoma City, Oklahoma. Enable Midstream Partners, LP operates as a subsidiary of Centerpoint Energy Resources Corp.",Oklahoma City,405-525-7788,OK,United States,http://www.enablemidstream.com,One Leadership Square,Suite 150 211 North Robinson Avenue,,,,,,,,,,,,,,,
ENLC,NYQ,"EnLink Midstream, LLC",America/New_York,EST,False,-18000000,finmb_247475973,us_market,,,,,,1,75201,Energy,1355.0,"EnLink Midstream, LLC focuses on providing midstream energy services in the United States. It operates through Permian, North Texas, Oklahoma Texas, Louisiana Oklahoma, Louisiana, and Corporate segments. The company is involved in gathering, compressing, treating, processing, transporting, storing, and selling natural gas; fractionating, transporting, storing, and selling natural gas liquids; and gathering, transporting, stabilizing, storing, trans-loading, and selling crude oil and condensate, as well as providing brine disposal services. Its midstream energy asset network includes approximately 12,000 miles of pipelines; 21 natural gas processing plants; 7 fractionators; barge and rail terminals; product storage facilities; brine disposal wells; and a crude oil trucking fleet. The company was founded in 2013 and is headquartered in Dallas, Texas.",Dallas,214-953-9500,TX,United States,http://www.enlink.com,1722 Routh Street,Suite 1300,,,,,,,,,,,,,,,
EOG,NYQ,"EOG Resources, Inc.",America/New_York,EST,True,-18000000,finmb_269660,us_market,,,,,,1,77002,Energy,2900.0,"EOG Resources, Inc., together with its subsidiaries, explores for, develops, produces, and markets crude oil, and natural gas and natural gas liquids. The company's principal producing areas are located in New Mexico, North Dakota, Texas, and Wyoming in the United States; and the Republic of Trinidad and Tobago, the People's Republic of China, and Canada. As of December 31, 2019, it had total estimated net proved reserves of 3,329 million barrels of oil equivalent, including 1,694 million barrels (MMBbl) crude oil and condensate reserves; 740 MMBbl of natural gas liquid reserves; and 5,370 billion cubic feet of natural gas reserves. The company was formerly known as Enron Oil & Gas Company. EOG Resources, Inc. was founded in 1985 and is headquartered in Houston, Texas.",Houston,713 651 7000,TX,United States,http://www.eogresources.com,1111 Bagby Street,Sky Lobby 2,,,,,,,,,,,,,,,
EOLS,NGM,"Evolus, Inc. Common Stock",America/New_York,EST,False,-18000000,finmb_229087176,us_market,,,,,,1,92660,Healthcare,125.0,"Evolus, Inc., a performance beauty company, provides medical aesthetic products for physicians and their patients in the United States. It offers Jeuveau, a proprietary 900 kilodalton purified botulinum toxin type A formulation for the temporary improvement in the appearance of moderate to severe glabellar lines in adults. The company was founded in 2012 and is headquartered in Newport Beach, California.",Newport Beach,949 284 4555,CA,United States,http://www.evolus.com,520 Newport Center Drive,Suite 1200,,,,,,,,,,,,,,,
EOS,NYQ,Eaton Vance Enhance Equity Inco,America/New_York,EST,True,-18000000,finmb_12636351,us_market,,,,,,1,02110,Financial Services,,"Eaton Vance Enhanced Equity Income Fund II is a closed-ended equity mutual fund launched and managed by Eaton Vance Management. The fund invests in public equity markets of the United States. It seeks to invest in the stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of mid-cap and large-cap companies. It generates current earnings from option premiums by selling covered call options on a substantial portion of its portfolio. The fund benchmarks the performance of its portfolio against the Russell 1000 Growth Index, the CBOE S&P 500 BuyWrite Index, and the CBOE NASDAQ-100 BuyWrite Index. Eaton Vance Enhanced Equity Income Fund II was formed on January 31, 2005 and is domiciled in the United States.",Boston,617-482-8260,MA,United States,http://funds.eatonvance.com/Enhanced-Equity-Income-Fund-II-EOS.php,Two International Place,Suite 1400,,,,,,,,,,,,,,,
EOD,NYQ,Wells Fargo Global Dividend Opp,America/New_York,EST,True,-18000000,finmb_31234984,us_market,,,,,,1,94105,Financial Services,,"Wells Fargo Advantage Funds - Wells Fargo Global Dividend Opportunity Fund is a closed-ended equity mutual fund launched and managed by Wells Fargo Funds Management, LLC. It is co-managed by Crow Point Partners, LLC and Wells Capital Management Incorporated. The fund invests in the public equity markets across the globe. It invests in stocks of companies operating across diversified sectors with an emphasis on utilities, telecom, and energy sectors. The fund primarily invests in dividend paying stocks of companies. It was formerly known as Evergreen Equity Trust - Evergreen Small-Mid Growth Fund. Wells Fargo Advantage Funds - Wells Fargo Global Dividend Opportunity Fund was formed on March 28, 2007 and is domiciled in the United States.",San Francisco,415-396-8000,CA,United States,http://www.wellsfargoadvantagefunds.com/wfweb/wf/funds/cef/0EOD.jsp,525 Market Street,10th Floor,,,,,,,,,,,,,,,
EOI,NYQ,Eaton Vance Enhance Equity Inco,America/New_York,EST,True,-18000000,finmb_11215693,us_market,,,,,,1,02110,Financial Services,,"Eaton Vance Enhanced Equity Income Fund is a closed ended equity mutual fund launched and managed by Eaton Vance Management. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund invests in the stocks of large-cap and mid-cap companies with a focus on investing in companies with above average growth and financial condition against valuation in selecting individual securities. It benchmarks the performance of its portfolio against S&P 500 Index. Eaton Vance Enhanced Equity Income Fund was formed on October 29, 2004 and is domiciled in the United States.",Boston,617-482-8260,MA,United States,http://funds.eatonvance.com/Enhanced-Equity-Income-Fund-EOI.php,Two International Place,Suite 1400,,,,,,,,,,,,,,,
EONGY,PNK,E.ON SE,America/New_York,EST,False,-18000000,finmb_385510,us_market,,,,,,1,45131,Utilities,73229.0,"E.ON SE operates as an energy company in Germany, the United Kingdom, Sweden, rest of Europe, and internationally. The company provides power and gas distribution networks and related services; and supplies energy solutions, such as power, gas, and heat to residential customers, small and medium sized enterprises, large commercial and industrial customers, and public entities. It also offers energy consulting, management, efficiency, and production solutions; heat pumping and energy storage solutions; metering services; e-mobility services for communities; and natural gas mobility solutions for municipalities and vehicle fleets, as well as operates combined heat and power, renewable, and biomass plants. Further, it provides SmartSim, a digital solution for gas grids; gas quality tracking solutions; GasPro, a mobile gas sample collector; and GasCalc, a software that calculates natural gases, LNG, and biogases properties, as well as solar panels and batteries. The company was founded in 1923 and is headquartered in Essen, Germany.",Essen,49 201 184 00,,Germany,http://www.eon.com,BrÃ¼sseler Platz 1,,,,,,,,,,,,,,,,
EOT,NYQ,Eaton Vance Municipal Income Tr,America/New_York,EST,False,-18000000,finmb_59441052,us_market,,,,,,1,02110,Financial Services,,"Eaton Vance National Municipal Opportunities Trust is a close-ended fixed income mutual fund launched and managed by Eaton Vance Management. The fund invests in fixed income markets of the United States. It primarily invests its assets in municipal obligations. The fund conducts in-house research to make its investments. Eaton Vance National Municipal Opportunities Trust was formed on May 29, 2009 and is domiciled in the United States.",Boston,617-482-8260,MA,United States,http://funds.eatonvance.com/National-Municipal-Opportunities-Trust-EOT.php,Two International Place,Suite 1400,,,,,,,,,,,,,,,
EOCCY,PNK,ENEL GENERACION CHILE S.A.,America/New_York,EST,False,-18000000,finmb_396524,us_market,,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,
EORBF,PNK,ORBITE TECHNOLOGIES INC,America/New_York,EST,False,-18000000,finmb_3474570,us_market,,,,,,1,H7V 5B7,Basic Materials,,"Orbite Technologies Inc. operates as a clean technology based mineral-processing and resource development company in Canada. It produces high-purity alumina, silica, hematite, magnesium oxide, titanium oxide, smelter-grade alumina, and rare earth and rare metal oxides from various feedstocks, including red mud, fly-ash, aluminous clays, mine tailings, bauxite, and kaolin clay, as well as serpentine residues from chrysotile processing sites. The company owns 100% interest in 99 mineral claims totaling approximately 55 square kilometers, as well as 1 mining lease of 98.5 hectares at a site near Grande-VallÃ©e, QuÃ©bec. It also owns 100% interest in 138 mineral claims covering approximately 78.4 square kilometers at sites near Rimouski and Cap-Chat, QuÃ©bec. The company was formerly known as Orbite Aluminae Inc. and changed its name to Orbite Technologies Inc. in June 2015. Orbite Technologies Inc. was incorporated in 1983 and is headquartered in Laval, Canada.",Laval,450-680-3341,QC,Canada,http://www.orbitetech.com,500 Boulevard Cartier West,Suite 249,,,,,,,,,,,,,,,
EOXFF,PNK,EUROMAX RESOURCES LTD,America/New_York,EST,False,-18000000,finmb_881522,us_market,,,,,,1,1000,Basic Materials,14.0,"Euromax Resources Ltd. engages in the exploration and development of mineral right interests in Macedonia. The company primarily explores for copper and gold deposits. Its flagship project is its 100% owned Ilovica-Shtuka gold-copper project located in South East Macedonia. The company was formerly known as Omax Resources Ltd. and changed its name to Euromax Resources Ltd. in 2004. Euromax Resources Ltd. was founded in 1990 and is based in Skopje, North Macedonia.",Skopje,389 2 322 0998,,Macedonia,http://www.euromaxresources.com,Boulevard Partizanski,Odredi No 14 1/2-3,,,,,,,,,,,,,,,
EPR,NYQ,EPR Properties,America/New_York,EST,False,-18000000,finmb_171106,us_market,,,,,,1,64106,Real Estate,62.0,"EPR Properties is a leading experiential net lease real estate investment trust (REIT), specializing in select enduring experiential properties in the real estate industry. We focus on real estate venues which create value by facilitating out of home leisure and recreation experiences where consumers choose to spend their discretionary time and money. We have nearly $6.7 billion in total investments across 44 states. We adhere to rigorous underwriting and investing criteria centered on key industry, property and tenant level cash flow standards. We believe our focused approach provides a competitive advantage and the potential for stable and attractive returns.",Kansas City,816-472-1700,MO,United States,http://www.eprkc.com,909 Walnut Street,Suite 200,,,,,,,,,,,,,,,
EPAM,NYQ,"EPAM Systems, Inc.",America/New_York,EST,False,-18000000,finmb_4773318,us_market,,,,,,1,18940,Technology,38000.0,"EPAM Systems, Inc. provides digital platform engineering and software development services in North America, Europe, Armenia, Belarus, Kazakhstan, Russia, Ukraine, Asia, and Australia. The company offers engineering services, including requirements analysis and platform selection, customization, cross-platform migration, implementation, and integration; infrastructure management services, such as software development, testing, and maintenance with private, public, and mobile infrastructures for application, database, network, server, storage, and systems operations management, as well as monitoring, incident notification, and resolution services; and maintenance and support services. It also provides operation solutions comprising integrated engineering practices and smart automation; and optimization solutions that include software application testing, test management, automation, and consulting services to enable customers enhance their existing software testing and quality assurance practices, as well as other testing services that identify threats and close loopholes to protect its customers' business systems from information loss. In addition, the company offers industry, technology, experience, and technical advisory consulting services; and digital and service design solutions, which comprise strategy, design, creative, and program management services, as well as physical product development. It serves the financial services, travel and consumer, software and hi-tech, business information and media, life sciences and healthcare, and other industries. EPAM Systems, Inc. has a partnership with Curogram to help healthcare systems implement a simplified COVID-19 crisis response solution. The company was founded in 1993 and is headquartered in Newtown, Pennsylvania.",Newtown,267 759 9000,PA,United States,http://www.epam.com,41 University Drive,Suite 202,,,,,,,,,,,,,,,
EPZM,NMS,"Epizyme, Inc.",America/New_York,EST,False,-18000000,finmb_54339075,us_market,,,,,,1,02139,Healthcare,203.0,"Epizyme, Inc., a late-stage biopharmaceutical company, discovers, develops, and commercializes novel epigenetic medicines for patients with cancer and other diseases. The company offers Tazemetostat for the treatment of metastatic or locally advanced epithelioid sarcoma epithelioid sarcoma in the United States. It also develops Tazemetostat in combination with rituximab in patients with relapsed and refractory follicular lymphoma; R-CHOP in front-line patients with high risk diffuse large B-cell lymphoma (DLBCL); and PARP inhibitor in patients with platinum-resistant solid tumors, such as small-cell lung cancer, triple-negative breast cancer, and ovarian cancer. In addition, it develops Tazemetostat in patients with castration-resistant prostate cancer; and pediatrics with INI1-negative tumors. Further, the company develops pinometostat for the treatment of acute myeloid leukemia and acute lymphoblastic leukemia; PRMT5 inhibitor for patients with solid tumors and blood cancers; and PRMT1 inhibitor for solid tumors and DLBCL. Epizyme, Inc. has collaboration agreements with Celgene Corporation; Genentech Inc.; Glaxo Group Limited; Boehringer Ingelheim International GmbH; Roche Molecular Systems, Inc.; Lymphoma Academic Research Organization; and Eisai Co. Ltd. The company was incorporated in 2007 and is headquartered in Cambridge, Massachusetts.",Cambridge,617 229 5872,MA,United States,http://www.epizyme.com,400 Technology Square,4th Floor,,,,,,,,,,,,,,,
EPRT,NYQ,Essential Properties Realty Tru,America/New_York,EST,False,-18000000,finmb_567714077,us_market,,,,,,1,08540,Real Estate,27.0,"Essential Properties Realty Trust, Inc., a real estate company, acquires, owns, and manages single-tenant properties in the United States. The company leases its properties to middle-market companies, such as restaurants, car washes, automotive services, medical services, convenience stores, entertainment, early childhood education, and health and fitness on a long-term basis. As of December 31, 2019, it had a portfolio of 1000 properties. The company qualifies as a real estate investment trust for federal income tax purposes. It generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. The company was founded in 2016 and is based in Princeton, New Jersey.",Princeton,609-436-0619,NJ,United States,http://www.essentialproperties.com,902 Carnegie Center Boulevard,Suite 520,,,,,,,,,,,,,,,
EPGFX,NAS,EuroPac Gold Fund Cl A,America/New_York,EST,True,-18000000,finmb_241563617,us_market,,,,,,1,,,,"The investment seeks long-term capital appreciation.
 Under normal market conditions, the fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in the securities of gold companies located in Europe and the Pacific Rim. The fund&#39;s sub-advisor defines securities of gold companies as equity securities of companies that derive at least 50% of gross revenue or profit from mining, processing, or dealing and investing in gold, as well as companies whose primary business is exploring for gold or that provide services to the gold industry. It may invest up to 15% of its net assets in private placements and other restricted securities.",,888-558-5851,,,,Investment Managers Series Trust,803 W. MICHIGAN ST.,MILWAUKEE DE 53233,,Euro Pacific Asset Management,Equity Precious Metals,25.0,2.5,"['Mid Atlantic Capital Corp', 'Scottrade Load', 'JPMorgan', 'Vanguard', 'CommonWealth PPS', 'LPL SAM Eligible', 'Fidelity Retail FundsNetwork', 'Fidelity Institutional FundsNetwork', 'Fidelity Institutional FundsNetwork-NTF', 'Vanguard NTF', 'Commonwealth Universe', 'RBC Wealth Management-Network Eligible', 'DailyAccess Corporation RTC', 'TD Ameritrade Retail', 'TD Ameritrade Institutional', 'Mid Atlantic Capital Group', 'JP MORGAN LOAD-WAIVED NTF', 'JP MORGAN NTF', 'JP MORGAN LOAD', 'TD Ameritrade Retail NTF', 'TD Ameritrade Institutional NTF', 'Trust Company of America', 'Vanguard Load', 'Vanguard Load-Waived', 'Vanguard TF', 'DailyAccess Corporation Matrix', 'DailyAccess Corporation MATC', 'LPL SWM - 6.18.2020', 'Schwab All (Retail, Instl, Retirement)', 'Schwab OneSource & NTF (No Load & No Transaction Fee)', 'Pershing Retirement Plan Network', 'Commonwealth (PPS/Advisory)', 'LPL Brokerage Availability - 6.18.2020']","{'managerName': 'Adrian  Day', 'managerBio': 'Adrian Day, Chairman and Portfolio Manager of Global Strategic Management, d/b/a Adrian Day Asset Management. Mr. Day founded Global Strategic Management in 1991. In addition, Mr. Day spent many years as a financial investment writer. He has also authored three books on the subject of global investing: International Investment Opportunities: How and Where to Invest Overseas Successfully, Investing Without Borders and Investing in Resources: How to Profit from the Outsized Potential and Avoid the Risks.', 'startdate': 1374192000}",250.0,,http://us.i1.yimg.com/us.yimg.com/i/fi/3_0stylelargeeq6.gif,"{'annualHoldingsTurnover': None, 'frontEndSalesLoad': 0.045, 'annualReportExpenseRatio': 0.015, 'netExpRatio': 0.015, 'projectionValues': {'5y': 1240, '3y': 907, '10y': 2179}, 'grossExpRatio': 0.0152, 'deferredSalesLoad': None, 'totalNetAssets': None, 'twelveBOne': 0.0025}","{'annualReportExpenseRatio': 0.0137, 'frontEndSalesLoad': 0.0521, 'deferredSalesLoad': 0.01, 'twelveBOne': None, 'annualHoldingsTurnover': None, 'totalNetAssets': None, 'projectionValuesCat': {'5y': 865.13, '3y': 551.7, '10y': 1746.04}}",25.0,2.5
